Formula,FW,DSSTox_CID,SR-HSE,ID,SMILES,Molecule,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C6H8OS2,160.2571,27702,0.0,NCGC00257441-01,CSSc1ccoc1C,<rdkit.Chem.rdchem.Mol object at 0x00000119A624D310>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H16O,152.2334,10955,0.0,NCGC00257791-01,CC12CCC(CC1=O)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A624D5B0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H16,136.234,7049,0.0,NCGC00257583-01,C=C1CCC2CC1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A624D850>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H14N4O3S,294.3296,3616,0.0,NCGC00183014-01,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624DAF0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H28O,236.3929,27113,0.0,NCGC00256883-01,CC1(C)CCC[C@]2(C)[C@H]3CCO[C@]3(C)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x00000119A624DBD0>,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C23H25ClN8O5,528.9482,27305,0.0,NCGC00254311-01,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N,<rdkit.Chem.rdchem.Mol object at 0x00000119A624DCB0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H5N,55.0785,1879,0.0,NCGC00258687-01,CCC#N,<rdkit.Chem.rdchem.Mol object at 0x00000119A624DD90>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H14O,126.1962,5295,0.0,NCGC00256935-01,CCCC=C(C=O)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A624DE70>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H22O2,210.3126,22062,0.0,NCGC00255923-01,CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A624DF50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H14O2,190.2384,27606,0.0,NCGC00256831-01,CCC(=O)OC/C=C/c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E030>,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C5H10O2,102.1317,20110,0.0,NCGC00254982-01,CCOC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E110>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H12O2,164.2011,24791,0.0,NCGC00256011-01,CCC(=O)OCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E1F0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H14O2,130.1849,7223,0.0,NCGC00259240-01,CCCCOC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E2D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H13BrN2O2,237.0943,252,0.0,NCGC00255200-01,CCC(Br)(CC)C(=O)NC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E3B0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H16N2O3,248.2777,28715,0.0,NCGC00182986-01,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E490>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H18O,154.2493,21818,0.0,NCGC00255616-01,CCC(C)C1CCCCC1=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E650>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H13BrN2O2,261.1157,2020,0.0,NCGC00255011-01,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E730>,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H18,162.2713,21492,0.0,NCGC00255482-01,CCCC(CC)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E810>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H22O2,186.2912,5301,0.0,NCGC00259532-01,CCCCC(CC)COCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624E9D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H14O3,134.1736,6448,0.0,NCGC00257582-01,CCC(CO)(CO)CO,<rdkit.Chem.rdchem.Mol object at 0x00000119A624EB90>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H13NO2,119.1622,9150,0.0,NCGC00258399-01,CCC(N)(CO)CO,<rdkit.Chem.rdchem.Mol object at 0x00000119A624EC70>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H14O3,134.1736,5186,0.0,NCGC00259870-01,CCC(O)OC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A624ED50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H16O2,132.2007,9755,0.0,NCGC00255186-01,CCCCOC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A624EF10>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H20F6NP,287.226,29345,0.0,NCGC00260218-01,CCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000119A624EFF0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H10O,98.143,21425,0.0,NCGC00258838-01,CCC/C=C/C=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A624F0D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H9NO,87.1204,4664,0.0,NCGC00259335-01,CCCC=NO,<rdkit.Chem.rdchem.Mol object at 0x00000119A624F290>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H10O,134.1751,27080,0.0,NCGC00256075-01,CCc1ccc(C=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624F6F0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H14,134.2182,6711,0.0,NCGC00257700-01,CCc1ccc(CC)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624F7D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H14,134.2182,7866,0.0,NCGC00259807-01,CCc1ccccc1CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A624F990>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H10O,122.1644,2479,0.0,NCGC00259876-01,CCc1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x00000119A624FB50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H8O,72.1057,569,0.0,NCGC00257761-01,CCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624FD10>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C11H14O2,178.2277,27510,0.0,NCGC00254795-01,CCCC(=O)OCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624FDF0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H16O2,192.2542,27604,0.0,NCGC00256919-01,CCCC(=O)OCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A624FED0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H7ClO,106.5508,4710,0.0,NCGC00257848-01,CCCC(=O)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268200>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H20BF4N,229.0664,29132,0.0,NCGC00260251-01,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000119A62683C0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H30O,238.4088,12303,0.0,NCGC00255337-01,CCCC/C=C\CCCCCCCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A62684A0>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C5H9NO,99.1311,6872,0.0,NCGC00257991-01,CCCCN=C=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268580>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H10,70.1329,5849,0.0,NCGC00257834-01,C=CCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268660>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H8O,72.1057,1513,0.0,NCGC00260040-01,CCCC=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268740>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H9N,83.1317,6275,0.0,NCGC00257836-01,CCCCC#N,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268820>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H20O2,160.2539,21400,0.0,NCGC00255085-01,CCCCC(CC)(CO)CO,<rdkit.Chem.rdchem.Mol object at 0x00000119A62689E0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H21NO,183.2905,5303,0.0,NCGC00254789-01,CCCCC(CC)COCCC#N,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268AC0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H35O3P,306.4211,24927,0.0,NCGC00256148-01,CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268BA0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H18O,154.2493,21514,0.0,NCGC00254733-01,CCCCC/C=C\CCC=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268C80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H10O,86.1323,1653,0.0,NCGC00253979-01,CCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268D60>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H14O2,142.1956,27609,0.0,NCGC00256744-01,CCCCC1CCC(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268E40>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H14,134.2182,2472,0.0,NCGC00254529-01,CCCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A6268F20>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H20O2,220.3074,27584,0.0,NCGC00256798-01,CCCCCC(=O)OCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62690E0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H22O,158.2811,9302,0.0,NCGC00254807-01,CCCCCC(CO)CCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A62691C0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H13N,111.1848,1599,0.0,NCGC00258080-01,CCCCCCC#N,<rdkit.Chem.rdchem.Mol object at 0x00000119A6269380>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H34O,242.4406,21265,0.0,NCGC00254703-01,CCCCCCCCC(CO)CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6269540>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H26O,186.3342,24818,0.0,NCGC00256026-01,CCCCCCC(CO)CCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6269620>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H20O,156.2652,5242,0.0,NCGC00257860-01,CCCCCCCCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62697E0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H19Br,207.1512,29307,0.0,NCGC00260410-01,CCCCCCCCCBr,<rdkit.Chem.rdchem.Mol object at 0x00000119A62698C0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H23N,193.3284,27667,0.0,NCGC00256912-01,CCCCCCCCCCC=CC#N,<rdkit.Chem.rdchem.Mol object at 0x00000119A6269A80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H24O,184.3184,5243,0.0,NCGC00255147-01,CCCCCCCCCCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x00000119A6269B60>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17H28,232.4042,9281,0.0,NCGC00257669-01,CCCCCCCCCCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000119A6269D20>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13H28,184.3614,7266,0.0,NCGC00257175-01,CCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6269E00>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H28,196.3721,7367,0.0,NCGC00257042-01,C=CCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6269EE0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H28O,212.3715,5249,0.0,NCGC00257804-01,CCCCCCCCCCCCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A0A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H30,198.388,7267,0.0,NCGC00257151-01,CCCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A180>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14H28O,212.3715,1665,0.0,NCGC00260340-01,CCCCCCCCCCCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A260>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C15H32,212.4146,7268,0.0,NCGC00254392-01,CCCCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A340>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H35N,265.4772,7280,0.0,NCGC00260108-01,CCCCCCCCCCCCCCCCCC#N,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A420>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C34H68O2,508.9025,27179,0.0,NCGC00256794-01,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A500>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C18H37Cl,288.9394,7536,0.0,NCGC00260543-01,CCCCCCCCCCCCCCCCCCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A5E0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H33Cl,260.8862,7580,0.0,NCGC00260297-01,CCCCCCCCCCCCCCCCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A6C0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H33I,352.3377,29273,0.0,NCGC00260391-01,CCCCCCCCCCCCCCCCI,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A7A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H25I,296.2314,29158,0.0,NCGC00260380-01,CCCCCCCCCCCCI,<rdkit.Chem.rdchem.Mol object at 0x00000119A626A960>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C36H75N,521.9874,27056,0.0,NCGC00254572-01,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626AA40>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H19Cl,162.7002,29111,0.0,NCGC00260362-01,CCCCCCCCCCl,<rdkit.Chem.rdchem.Mol object at 0x00000119A626AC00>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C10H23N,157.2963,2171,0.0,NCGC00256367-01,CCCCCCCCCCN,<rdkit.Chem.rdchem.Mol object at 0x00000119A626ACE0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H20O,144.2545,2008,0.0,NCGC00254773-01,CCCCCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x00000119A626AF80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H20O2,184.2753,24624,0.0,NCGC00256817-01,C=CC(=O)OCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626B060>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C26H50O4,426.6728,27537,0.0,NCGC00254334-01,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626B140>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H20O2,172.2646,24202,0.0,NCGC00255907-01,CCCCCCCCOC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A626B220>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H21NO,183.2905,24599,0.0,NCGC00256642-01,CCCCCCCCOCCC#N,<rdkit.Chem.rdchem.Mol object at 0x00000119A626B300>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H22O2,186.2912,22038,0.0,NCGC00255909-01,CCCCCCCOC(=O)CCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626B4C0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H18O2,158.238,27124,0.0,NCGC00256785-01,CCCCCCCOC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A626B5A0>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C12H27N,185.3495,2009,0.0,NCGC00255302-01,CCCCCCNCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626B680>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H23N,157.2963,4931,0.0,NCGC00259760-01,CCCCCNCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626B760>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22H48N2,340.6299,7920,0.0,NCGC00257314-01,CCCCN(CCCC)CCCCCCN(CCCC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626BA00>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H18N2O,158.2413,1026,0.0,NCGC00259883-01,CCCCN(CCCC)N=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A626BAE0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H15BF4N2,226.0227,29087,0.0,NCGC00260169-01,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000119A626BCA0>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H27AlO3,246.3225,7518,0.0,NCGC00257069-01,CCCCO[Al](OCCCC)OCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626BD80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H18O,130.2279,2007,0.0,NCGC00258590-01,CCCCOCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A626BE60>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H9NO2,103.1198,29378,0.0,NCGC00260473-01,CCCCON=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288270>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H19O3P,194.2084,7438,0.0,NCGC00259525-01,CCCCO[PH](=O)OCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288350>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H18S,146.2935,2058,0.0,NCGC00254887-01,CCCCSCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288510>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H8O,60.095,1739,0.0,NCGC00255163-01,CCCO,<rdkit.Chem.rdchem.Mol object at 0x00000119A62886D0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H28O4Si,264.4338,22382,0.0,NCGC00255743-01,CCCO[Si](OCCC)(OCCC)OCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A62887B0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H22O3,190.2799,24450,0.0,NCGC00255921-01,CCCOC(OCCC)OCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288890>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H14O,102.1748,22343,0.0,NCGC00254943-01,CCCOCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288970>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H19O2PS2,242.339,12611,0.0,NCGC00163774-04,CCCSP(=O)(OCC)SCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288A50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H14S2,150.3054,2096,0.0,NCGC00255274-01,CCCSSCCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288B30>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H14N2,174.2423,8114,0.0,NCGC00255217-01,CCN(CC#N)c1cccc(C)c1,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288CF0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H33NO,255.4393,24655,0.0,NCGC00256623-01,CCCCCCCCCCCC(=O)N(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288DD0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H20N2O,172.2679,24522,0.0,NCGC00255855-01,CCN(CC)C(=O)N(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288EB0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H15NOS,161.2651,21925,0.0,NCGC00255740-01,CCSC(=O)N(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6288F90>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H13NO,115.1735,459,0.0,NCGC00258287-01,CCN(CC)C(C)=O,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289070>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5H11NO,101.1469,463,0.0,NCGC00258473-01,CCN(C=O)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289150>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H21N,155.2804,1799,0.0,NCGC00255346-01,CCN(CC)C1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289230>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H15N,101.19,4366,0.0,NCGC00258427-01,CCN(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289310>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H13NO,115.1735,5312,0.0,NCGC00258655-01,CCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x00000119A62895B0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H19N3O,209.2881,21927,0.0,NCGC00255983-01,CCCCc1c(C)nc(NCC)nc1O,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289690>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H15N,101.19,5276,0.0,NCGC00258648-01,CCCCNCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289770>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2H6O,46.0684,584,0.0,NCGC00260059-01,CCO,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289850>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H18O3Si,178.3015,22490,0.0,NCGC00255877-01,CCO[Si](C)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289930>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H27NO5Si,293.432,24856,0.0,NCGC00256247-01,CCOC(=O)NCCC[Si](OCC)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289AF0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H24N2O4Si,264.3941,24493,0.0,NCGC00256281-01,CCO[Si](CCCNC(N)=O)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289BD0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H22O3SSi,238.4197,24479,0.0,NCGC00255802-01,CCO[Si](CCCS)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289CB0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6H10O4,146.1412,24472,0.0,NCGC00255767-01,CCOC(=O)C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000119A6289D90>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
